productcode,vendor_partno,productname,displaybegindate,displayenddate,hideproduct,stockstatus,lastmodified,options_cloned_from,photos_cloned_from,share_stockstatus_with,productkeywords,productnameshort,productweight,freeshippingitem,google_product_type,length,width,height,ships_by_itself,package_type,oversized,additional_handling_indicator,reward_points_given_for_purchase,productdescriptionshort,productdescription
CD010,CD010,Circadia Vitamin C Reversal Serum 0.5oz,,,,1,10/8/2015 12:55,,,,Circadia Vitamin C Reversal Serum,Circadia Vitamin C Reversal Serum 0.5oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
CD010-0001,CD010-0001,Circadia Vitamin C Reversal Serum 0.5oz + 0.3mm Dermal Roller,,,Y,3,3/3/2015 13:09,,CD010,,Circadia Vitamin C Reversal Serum,,0.5,N,,,,,,,,,,,Serums & gels
CD011,CD011,Circadia Vitamin C Reversal Serum 1oz,,,Y,7,11/17/2014 16:38,,,,Circadia Vitamin C Reversal Serum 1oz,Circadia Vitamin C Reversal Serum 1oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
CD011-0001,CD011-0001,Circadia Vitamin C Reversal Serum 1oz + 0.3mm Dermal Roller,,,Y,7,3/3/2015 13:09,,CD011,,Circadia Vitamin C Reversal Serum 1oz,,0.5,N,,,,,,,,,,,Serums & gels
CD012,CD012,Circadia Myo-Cyte Plus Serum,,,,3,10/8/2015 12:55,,,,Circadia Myo-Cyte Plus Serum,Circadia Myo-Cyte Plus Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
CD012-0001,CD012-0001,Circadia Myo-Cyte Plus Serum + 0.3mm Dermal Roller,,,Y,3,3/3/2015 13:09,,CD012,,Circadia Myo-Cyte Plus Serum,Circadia Myo-Cyte Plus Serum + 0.3mm Dermal Roller,0.5,N,,,,,,,,,,,Serums & gels
CD013,CD013,Circadia Emergency Eye Lift 0.5oz,,,,3,11/17/2014 16:38,,,,Circadia Emergency Eye Lift,Circadia Emergency Eye Lift 0.5oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
CD014,CD014,Circadia Emergency Eye Lift 1oz,,,Y,0,11/17/2014 16:39,,,,Circadia Emergency Eye Lift 2oz,Circadia Emergency Eye Lift 1oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
CD015,CD015,Circadia Moisture On Demand Serum 0.5oz,,,,1,6/3/2015 11:36,,,,Circadia Moisture On Demand Serum,Circadia Moisture On Demand Serum 0.5oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
CD015-0001,CD015-0001,Circadia Moisture On Demand Serum 0.5oz + 0.3mm Dermal Roller,,,Y,1,3/3/2015 13:09,,CD015,,Circadia Moisture On Demand Serum,,0.5,N,,,,,,,,,,,Serums & gels
CD016,CD016,Circadia Moisture On Demand Serum 1oz,,,Y,0,11/17/2014 16:40,,,,Circadia Moisture On Demand Serum 1oz,Circadia Moisture On Demand Serum 1oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
CD016-0001,CD016-0001,Circadia Moisture On Demand Serum 1oz + 0.3mm Dermal Roller,,,Y,0,3/3/2015 13:09,,CD016,,Circadia Moisture On Demand Serum 1oz,,0.5,N,,,,,,,,,,,Serums & gels
CD017,CD017,Circadia Night Repair,,,,0,11/17/2014 16:40,,,,Circadia Night Repair,Circadia Night Repair,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
CD017-0001,CD017-0001,Circadia Night Repair + 0.3mm Dermal Roller,,,Y,0,3/3/2015 13:09,,CD017,,Circadia Night Repair,Circadia Night Repair + 0.3mm Dermal Roller,0.5,N,,,,,,,,,,,Moisturisers & creams
CD018,CD018,Circadia Nighttime Repair Plus,,,,0,9/28/2015 12:29,,,,Circadia Night Repair Plus,Circadia Nighttime Repair Plus,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
CD018-0001,CD018-0001,Circadia Nighttime Repair Plus + 0.3mm Dermal Roller,,,Y,0,3/3/2015 13:09,,CD018,CD018,Circadia Night Repair Plus,,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
CD019,CD019,Circadia Vitamin A Boosting Cream,,,,0,11/6/2015 11:49,,,,Circadia Vitamin A Rx Cream,Circadia Vitamin A Boosting Cream,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
CD019-0001,CD019-0001,Circadia Vitamin A Boosting Cream + 0.3mm Dermal Roller,,,Y,0,3/3/2015 13:09,,CD019,,Circadia Vitamin A Rx Cream,,0.5,N,,,,,,,,,,,"Serums & gels, Supplements"
CD020,CD020,Circadia Vitamin A Gel,,,,1,11/17/2014 16:41,,,,Circadia Vitamin A Gel,Circadia Vitamin A Gel,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
CD020-0001,CD020-0001,Circadia Vitamin A Gel + 0.3mm Dermal Roller,,,Y,1,3/3/2015 13:09,,CD020,,Circadia Vitamin A Gel,Circadia Vitamin A Gel + 0.3mm Dermal Roller,0.5,N,,,,,,,,,,,Serums & gels
CD021,CD021,Circadia AquaPorin Hydrating Cream,,,Y,1,1/27/2016 11:57,,,,Circadia Hydrating Cream,Circadia AquaPorin Hydrating Cream,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
CD021-0001,CD021-0001,Circadia AquaPorin Hydrating Cream + 0.3mm Dermal Roller,,,Y,1,3/3/2015 13:09,,CD021,,Circadia Hydrating Cream,,0.5,N,,,,,,,,,,,"Serums & gels, Supplements"
CD022,CD022,Circadia White Veil Brightener,,,,2,11/17/2014 16:42,,,,Circadia White Veil Lightener,Circadia White Veil Brightener,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
CD022-0001,CD022-0001,Circadia White Veil Brightener + 0.3mm Dermal Roller,,,Y,4,3/3/2015 13:09,,CD022,,Circadia White Veil Lightener,,0.5,N,,,,,,,,,,,Moisturisers & creams
CD023,CD023,Circadia Post Peel Balm 2oz,,,,4,11/17/2014 16:42,,,,Circadia Post Peel Lotion,Circadia Post Peel Balm 2oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
CD024,CD024,Circadia Post Peel Balm 8oz,,,,0,11/17/2014 16:43,,,,Circadia Post Peel Lotion 8oz,Circadia Post Peel Balm 8oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
CD025,CD025,Circadia Rose-Ease Relief Cream,,,,1,9/28/2015 12:23,,,,Circadia Rosacea Rx Cream,Circadia Rose-Ease Relief Cream,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
CD026,CD026,Circadia Daytime Control,,,,0,10/8/2015 12:59,,,,Circadia Daytime Control,Circadia Daytime Control,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
CD026-0001,CD026-0001,Circadia Daytime Control + 0.3mm Dermal Roller,,,Y,1,3/3/2015 13:09,,CD026,,Circadia Daytime Control,Circadia Daytime Control + 0.3mm Dermal Roller,0.5,N,,,,,,,,,,,Moisturisers & creams
CD027,CD027,Circadia Night Time Control,,,,0,10/8/2015 12:59,,,,Circadia Night Time Control,Circadia Night Time Control,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
CD027-0001,CD027-0001,Circadia Night Time Control + 0.3mm Dermal Roller,,,Y,1,3/3/2015 13:09,,CD027,,Circadia Night Time Control,Circadia Night Time Control + 0.3mm Dermal Roller,0.5,N,,,,,,,,,,,Moisturisers & creams
CD028,CD028,Circadia Spot Stop,,,,2,10/8/2015 13:00,,,,Circadia Spot Stop,Circadia Spot Stop,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Acne Treatments & Kits,,,,N,,N,N,,,Moisturisers & creams
CD029,CD029,Circadia Full Circle Eye Repair,,,,0,4/7/2015 14:09,,,,Circadia Full Circle Eye Repair,Circadia Full Circle Eye Repair,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
CD030,CD030,Circadia Hydralox 0.5oz,,,,0,6/3/2015 11:36,,,,Circadia Full Circle Eye Repair,Circadia Hydralox 0.5oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
CD031,CD031,Circadia Professional Firming and Shaping Gel 8oz,,,,1,6/26/2015 11:55,,,,Circadia Professional Firming and Shaping Gel,Circadia Professional Firming and Shaping Gel 8oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Body Lotion,,,,N,,N,N,,,Body oils
CD032,CD032,Circadia Professional Firming and Shaping Gel 16oz,,,Y,0,11/17/2014 15:30,,,,Circadia Professional Firming and Shaping Gel 16oz,Circadia Professional Firming and Shaping Gel 16oz,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Body Lotion,,,,N,,N,N,,,Body oils
CD033,CD033,Circadia Starter Pack,,,,0,6/8/2015 14:21,,,,"Circadia Daytime Control, Nighttime Control, Light Day Sunscreen, Micro-Exfoliating Honey Cleanser",Circadia Starter Pack,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,Accessories
CD033-0001,CD033-0001,Circadia Starter Pack + 0.3mm Dermal Roller,,,Y,0,6/8/2015 14:21,,CD033,,"Circadia Daytime Control, Nighttime Control, Light Day Sunscreen, Micro-Exfoliating Honey Cleanser",Circadia Starter Pack + 0.3mm Dermal Roller,0.5,N,,,,,N,,N,N,,,Accessories
WMD01,WMD01,Wrinkle MD Eye - Hyaluronic Acid Deep Infusion System,5/1/2015 0:00,,,0,12/3/2015 9:27,,,,,WrinkleMD Eye Hyaluronic Acid Deep Infusion System,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Accessories, Eyecare"
CS001,CS001,Clarisonic Plus Skincare System,,,Y,0,10/13/2015 10:26,,,,,Clarisonic Plus Skincare System,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Skin Care Tools > Skin Cleansing Brushes & Systems,,,,N,,N,N,,,Accessories
CS002,CS002,Clarisonic Normal Brush Head,,,,2,1/19/2016 17:20,,,,,Clarisonic Normal Brush Head,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Skin Care Tools > Skin Cleansing Brushes & Systems,,,,N,,N,N,,,Accessories
CS003,CS003,Clarisonic Sensitive Brush Head,,,Y,0,1/19/2016 17:19,,,,,Clarisonic Sensitive Brush Head,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Skin Care Tools > Skin Cleansing Brushes & Systems,,,,N,,N,N,,,Accessories
CS004,CS004,Clarisonic Delicate Brush Head,,,,1,1/19/2016 17:20,,,,,Clarisonic Delicate Brush Head,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Skin Care Tools > Skin Cleansing Brushes & Systems,,,,N,,N,N,,,Accessories
CS005,CS005,Clarisonic Body Brush Head,,,,2,1/19/2016 17:20,,,,,Clarisonic Body Brush Head,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Skin Care Tools > Skin Cleansing Brushes & Systems,,,,N,,N,N,,,Accessories
CD090,CD090,Circadia Swich Kit,,,Y,,11/5/2015 11:37,,,,,Circadia Swich Kit,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Serums & gels, Moisturisers & creams"
CU302,CU302,Cu3 Intensive Hydrating Gel,,,,0,11/10/2015 10:03,,,,"intensive hydrating gel, complex cu3,",Cu3 Intensive Hydrating Gel,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Moisturisers & creams"
CU302-0001,CU302-0001,Cu3 Intensive Hydrating Gel + 0.3mm Dermal Roller,,,Y,1,3/3/2015 15:45,,CU302,,"intensive hydrating gel, complex cu3,",Cu3 Intensive Hydrating Gel + 0.3mm Dermal Roller,0.5,N,,,,,,,,,,,"Serums & gels, Moisturisers & creams"
CU303,CU303,Cu3 Intensive Tissue Repair Creme,,,,0,5/5/2015 11:35,,,,"intensive tissue repair creme, complex cu3, procyte,",Cu3 Intensive Tissue Repair Creme,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
CU303-0001,CU303-0001,Cu3 Intensive Tissue Repair Creme + 0.3mm Dermal Roller,,,Y,2,11/13/2014 12:48,,CU303,,"intensive tissue repair creme, complex cu3, procyte,",Cu3 Tissue Repair Creme,0.5,N,,,,,,,,,,,Moisturisers & creams
CU304,CU304,Cu3 Post Laser Lotion,,,,0,5/13/2015 12:14,,,,"post laser lotion, complex cu3, laser hair removal lotion, microdermabrasion lotion,",Cu3 Post Laser Lotion,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Moisturisers & creams, Serums & gels"
HC014,HC014,Heliocare Gel SPF50 & Oral Supplement,,,,3,1/20/2016 12:47,,,,"heliocare oral, oral sun protection, heliocare tablets, heliocare pills",Heliocare Gel SPF50 & Oral Supplement,0.5,N,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,,,,N,,N,N,,,"Supplements, Serums & gels"
CU305-0001,CU305-0001,Cu3 Regime + 0.3mm Dermal Roller,,,Y,,11/13/2014 12:48,,CU305,,"intensive tissue repair creme, complex cu3, procyte,",Cu3 Regime + 0.3mm Dermal Roller,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,,,,,,,"Toners & cleansers, Accessories"
DMK001,DMK001,Danne Montague-King TransGenesis Creme,,,,0,1/12/2016 15:08,,,,,Danne Montague-King TransGenesis Creme,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Serums & gels, Supplements"
DMK002,DMK002,Danne Montague-King Super Bright,,,Y,1,1/16/2015 10:53,,,,,Danne Montague-King Super Bright,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
DMK003,DMK003,Danne Montague-King Deep Pore Cleanser (Salon),,,Y,,11/13/2014 12:48,,,,,Danne Montague-King Deep Pore Cleanser (Salon),0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,Toners & cleansers
DMK004,DMK004,Danne Montague-King Direct Delivery Vitamin C Serum,,,Y,0,7/21/2015 10:11,,,,,,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
DML01,DML01,Teosal Kiss Dermal Filler,,,Y,,10/13/2015 10:27,,,,,Teosal Kiss Dermal Filler,0.5,N,,,,,N,,N,N,,,Serums & gels
DR01,DR01,Directions Hair Dye - Alpine Green,,,,2,12/16/2015 14:14,,,,,Directions Hair Dye - Alpine Green,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR02,DR02,Directions Hair Dye - Apple Green,,,,5,11/13/2014 12:48,,,,,Directions Hair Dye - Apple Green,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR03,DR03,Directions Hair Dye - Apricot,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Apricot,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR04,DR04,Directions Hair Dye - Atlantic Blue,,,,4,11/13/2014 12:48,,,,,Directions Hair Dye - Atlantic Blue,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR05,DR05,Directions Hair Dye - Bright Daffodil,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Bright Daffodil,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR06,DR06,Directions Hair Dye - Carnation Pink,,,,5,11/13/2014 12:48,,,,,Directions Hair Dye - Carnation Pink,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR07,DR07,Directions Hair Dye - Cerise,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Cerise,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR08,DR08,Directions Hair Dye - Coral Red,,,,5,11/13/2014 12:48,,,,,Directions Hair Dye - Coral Red,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR09,DR09,Directions Hair Dye - Dark Tulip,,,,9,12/16/2015 13:32,,,,,Directions Hair Dye - Dark Tulip,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR10,DR10,Directions Hair Dye - Ebony,,,,7,11/13/2014 12:48,,,,,Directions Hair Dye - Ebony,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR11,DR11,Directions Hair Dye - Fire,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Fire,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR12,DR12,Directions Hair Dye - Flame,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Flame,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR13,DR13,Directions Hair Dye - Flamingo Pink,,,,7,11/13/2014 12:48,,,,,Directions Hair Dye - Flamingo Pink,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR14,DR14,Directions Hair Dye - Fluorescent Glow,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Fluorescent Glow,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR15,DR15,Directions Hair Dye - Lagoon Blue,,,,7,1/4/2016 9:41,,,,,Directions Hair Dye - Lagoon Blue,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR16,DR16,Directions Hair Dye - Lavender,,,,4,11/13/2014 12:48,,,,,Directions Hair Dye - Lavender,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR17,DR17,Directions Hair Dye - Lilac,,,,3,8/4/2015 14:22,,,,,Directions Hair Dye - Lilac,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR18,DR18,Directions Hair Dye - Mandarin,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Mandarin,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR19,DR19,Directions Hair Dye - Midnight Blue,,,,4,12/9/2015 14:34,,,,,Directions Hair Dye - Midnight Blue,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR20,DR20,Directions Hair Dye - Neon Blue,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Neon Blue,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR21,DR21,Directions Hair Dye - Pastel Pink,,,,7,4/8/2015 15:30,,,,,Directions Hair Dye - Pastel Pink,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR22,DR22,Directions Hair Dye - Pillarbox Red,,,,8,4/1/2015 14:05,,,,,Directions Hair Dye - Pillarbox Red,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR23,DR23,Directions Hair Dye - Plum,,,,6,11/13/2014 12:48,,,,,Directions Hair Dye - Plum,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR24,DR24,Directions Hair Dye - Poppy Red,,,,6,11/13/2014 12:48,,,,,Directions Hair Dye - Poppy Red,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR25,DR25,Directions Hair Dye - Rose,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Rose,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR26,DR26,Directions Hair Dye - Rubine,,,,6,11/13/2014 12:48,,,,,Directions Hair Dye - Rubine,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR27,DR27,Directions Hair Dye - Silver,,,,1,1/18/2016 10:48,,,,,Directions Hair Dye - Silver,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR28,DR28,Directions Hair Dye - Spring Green,,,,6,11/13/2014 12:48,,,,,Directions Hair Dye - Spring Green,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR29,DR29,Directions Hair Dye - Tangerine,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Tangerine,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR30,DR30,Directions Hair Dye - Tulip,,,,8,11/13/2014 12:48,,,,,Directions Hair Dye - Tulip,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR31,DR31,Directions Hair Dye - Turquoise,,,,6,11/13/2014 12:48,,,,,Directions Hair Dye - Turquoise,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR32,DR32,Directions Hair Dye - Vermillion Red,,,,7,11/13/2014 12:48,,,,,Directions Hair Dye - Vermillion Red,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR33,DR33,Directions Hair Dye - Violet,,,,3,11/13/2014 12:48,,,,,Directions Hair Dye - Violet,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DR34,DR34,Directions Hair Dye - White Toner,,,,4,7/29/2015 12:30,,,,,Directions Hair Dye - White Toner,0.5,N,Health & Beauty > Personal Care > Hair Care > Hair Color,,,,N,,N,N,,,Haircare
DW01,DW01,DreamWeave Lip Voltage - Mix Up The Voltage,10/30/2015 0:00,,,5,11/19/2015 16:15,,,,Lip Voltage,DreamWeave Lip Voltage - Mix Up The Voltage,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lip Balms & Treatments,,,,N,,N,N,,,"Makeup, Lipcare"
DW02,DW02,DreamWeave Lash Construct Magnet Mascara - Black,,,,23,11/19/2015 16:15,,,,DreamWeave Lash Construct Magnet Mascara - Black,DreamWeave Lash Construct Magnet Mascara - Black,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Mascara,,,,N,,N,N,,,"Makeup, Eyecare"
DW03,DW03,DreamWeave Lip Voltage The Powerhouse,,,,0,1/26/2016 12:40,,,,Lip Voltage,DreamWeave Lip Voltage The Powerhouse,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lip Balms & Treatments,,,,N,,N,N,,,"Makeup, Lipcare"
DW03-2,DW03-2,DreamWeave Lip Voltage The Powerhouse Double Pack,,,Y,1,12/18/2015 9:14,,,,Lip Voltage,DreamWeave Lip Voltage The Powerhouse Double Pack,0.5,Y,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lip Balms & Treatments,,,,N,,N,N,,,"Makeup, Lipcare"
DW04,DW02,DreamWeave Lash Extension Magnet Mascara - Black,,,,7,11/19/2015 16:15,,,,DreamWeave Lash Construct Magnet Mascara - Black,DreamWeave Lash Extension Magnet Mascara - Black,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Mascara,,,,N,,N,N,,,"Makeup, Eyecare"
DW05,DW05,DreamWeave Pure Hyaluronic Serum,,,Y,0,1/12/2016 14:55,,,,DreamWeave Pure Hyaluronic Serum,DreamWeave Pure Hyaluronic Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Face Lotion,,,,N,,N,N,,,Serums & gels
DW06,DW06,DreamWeave Treatment Lash Construct Serum,,,,9,6/8/2015 14:21,,,,DreamWeave Treatment Lash Construct Serum,DreamWeave Treatment Lash Construct Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eyelash Growth Treatments,,,,N,,N,N,,,"Makeup, Eyecare"
DW08,DW08,DreamWeave Fibregenics - Direct Bond Mascara,10/29/2015 0:00,,,7,11/19/2015 14:42,,,,Fibregenics,DreamWeave Fibregenics,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eyelash Growth Treatments,,,,N,,N,N,,,"Makeup, Eyecare"
